object_id,centroids_x,centroids_y,aspect_ratio,area,frames,scores,counted
5325,714,1038,5.286407766990291,224334.0,219,0.81,True
5325,763,1035,6.7073170731707314,180400.0,220,0.84,True
5325,784,1038,7.184210526315789,165984.0,221,0.32,True
5325,809,1041,6.798780487804878,182860.0,222,0.23,True
5325,833,1039,6.086956521739131,206080.0,223,0.12,True
5325,844,1041,6.66060606060606,181335.0,224,0.2,True
5325,861,1039,6.925,177280.0,225,0.19,True
5325,880,1037,6.412790697674419,189716.0,226,0.21,True
5325,905,1030,5.9375,218880.0,227,0.37,True
5325,920,1034,6.335195530726257,202986.0,228,0.22,True
5325,937,1042,6.2228260869565215,210680.0,229,0.13,True
5325,951,1053,6.314917127071824,206883.0,230,0.86,True
5325,968,1058,6.46067415730337,204700.0,231,0.37,True
5325,995,1058,7.254658385093168,188048.0,232,0.34,True
5325,1010,1050,8.24822695035461,163983.0,233,0.85,True
5325,1017,1035,8.453237410071942,163325.0,234,0.91,True
5325,1027,1030,10.625,133280.0,235,0.85,True
5325,1036,1046,11.893617021276595,105092.0,236,0.64,True
5325,1038,1072,10.545454545454545,103356.0,237,0.64,True
5325,1019,1064,7.194805194805195,170632.0,238,0.47,True
5325,1035,1072,12.709302325581396,93998.0,240,0.37,True
5325,988,1080,4.077551020408163,244755.0,241,0.13,True
5367,697,1036,0.0,0.0,221,0.87,False
5367,712,1033,6.798780487804878,182860.0,222,0.85,False
5367,633,1021,6.086956521739131,206080.0,223,0.74,False
5367,712,1026,6.66060606060606,181335.0,224,0.78,False
5367,748,1027,6.925,177280.0,225,0.85,False
5367,788,1023,6.412790697674419,189716.0,226,0.86,False
5367,795,1017,5.9375,218880.0,227,0.89,False
5367,808,1015,6.335195530726257,202986.0,228,0.89,False
5367,744,1018,6.2228260869565215,210680.0,229,0.82,False
5367,838,1039,6.46067415730337,204700.0,231,0.86,False
5367,874,1055,7.254658385093168,188048.0,232,0.88,False
5410,34,1214,0.0,0.0,273,0.82,True
5410,33,1222,9.313432835820896,41808.0,274,0.86,True
5410,49,1135,8.47,84700.0,275,0.83,True
5410,64,1070,7.5396825396825395,119700.0,276,0.89,True
5410,86,1034,7.189781021897811,134945.0,277,0.85,True
5410,107,1016,7.480916030534351,128380.0,278,0.86,True
5410,119,1012,7.229629629629629,131760.0,279,0.84,True
5410,138,1008,7.967741935483871,122512.0,280,0.82,True
5410,168,997,8.057851239669422,117975.0,281,0.86,True
5410,196,988,7.056737588652482,140295.0,282,0.85,True
5410,224,993,7.0359712230215825,135942.0,283,0.84,True
5410,251,998,6.609589041095891,140890.0,284,0.86,True
5410,278,999,6.7172413793103445,141230.0,285,0.88,True
5410,307,996,6.455128205128205,157092.0,286,0.87,True
5410,326,993,5.976331360946745,170690.0,287,0.88,True
5410,344,1001,5.674157303370786,179780.0,288,0.86,True
5410,362,1012,5.247422680412371,197492.0,289,0.87,True
5410,370,1026,5.35978835978836,191457.0,290,0.85,True
5410,375,1070,5.11578947368421,184680.0,291,0.86,True
5410,382,1095,4.732394366197183,214704.0,292,0.88,True
5410,384,1105,4.3744493392070485,225411.0,293,0.87,True
5410,326,1140,4.797297297297297,236430.0,294,0.87,True
5410,324,1220,4.71830985915493,214065.0,295,0.85,True
5410,375,1247,5.205128205128205,197925.0,296,0.84,True
5410,387,1268,5.326315789473684,192280.0,297,0.77,True
5410,411,1283,6.005747126436781,181830.0,298,0.82,True
5410,386,1306,5.228155339805825,221862.0,299,0.83,True
5410,362,1294,6.505952380952381,183624.0,300,0.86,True
5410,357,1273,6.3076923076923075,180154.0,301,0.73,True
5410,352,1246,5.961111111111111,193140.0,302,0.84,True
5410,352,1237,6.038888888888889,195660.0,303,0.84,True
5410,355,1231,5.903225806451613,204228.0,304,0.86,True
5410,379,1219,5.963350785340314,217549.0,305,0.88,True
5410,407,1199,5.598984771573604,217291.0,306,0.89,True
5410,429,1211,5.275862068965517,217413.0,307,0.86,True
5410,460,1237,5.013824884792626,236096.0,308,0.88,True
5410,493,1240,4.84433962264151,217724.0,309,0.87,True
5410,505,1220,4.8530805687203795,216064.0,310,0.85,True
5410,524,1216,4.815165876777251,214376.0,311,0.86,True
5410,532,1225,5.1182266009852215,210917.0,312,0.84,True
5410,548,1226,4.949308755760368,233058.0,313,0.83,True
5410,577,1218,5.111650485436893,216918.0,314,0.84,True
5410,592,1209,4.903225806451613,230888.0,315,0.83,True
5410,612,1195,5.0675675675675675,249750.0,316,0.9,True
5410,641,1178,4.859030837004405,250381.0,317,0.9,True
5410,665,1178,4.954128440366972,235440.0,318,0.87,True
5410,694,1185,4.885964912280702,253992.0,319,0.89,True
5410,725,1181,5.152073732718894,242606.0,320,0.89,True
5410,751,1175,5.371428571428571,236880.0,321,0.88,True
5410,782,1175,5.272300469483568,239199.0,322,0.87,True
5410,811,1182,5.0590909090909095,244860.0,323,0.9,True
5410,841,1174,5.101851851851852,238032.0,324,0.88,True
5410,876,1162,4.906666666666666,248400.0,325,0.86,True
5410,899,1157,5.077981651376147,241326.0,326,0.84,True
5410,921,1158,5.059633027522936,240454.0,327,0.71,True
5410,939,1144,4.857142857142857,259182.0,328,0.75,True
5410,950,1135,4.774891774891775,254793.0,329,0.68,True
5410,956,1113,4.669387755102041,280280.0,330,0.46,True
5410,948,1115,4.666666666666667,282408.0,331,0.53,True
5410,932,1135,4.7366255144032925,279693.0,332,0.8,True
5410,919,1140,4.781512605042017,270844.0,333,0.86,True
5410,912,1119,4.853448275862069,261232.0,334,0.91,True
5410,909,1110,4.92511013215859,253786.0,335,0.91,True
5410,906,1109,4.730769230769231,259038.0,336,0.85,True
5410,909,1107,4.774891774891775,254793.0,337,0.89,True
5410,917,1116,4.857142857142857,259182.0,338,0.88,True
5410,926,1127,4.959641255605381,246638.0,339,0.83,True
5410,936,1143,5.035714285714286,252672.0,340,0.89,True
5410,950,1150,4.977876106194691,254250.0,341,0.9,True
5410,962,1149,4.894736842105263,254448.0,342,0.88,True
5410,969,1151,4.95045045045045,243978.0,343,0.84,True
5410,978,1147,5.364532019704433,221067.0,344,0.85,True
5410,988,1144,6.099447513812155,199824.0,345,0.77,True
5410,997,1145,6.548192771084337,180442.0,346,0.52,True
5410,1005,1145,7.496644295302014,166433.0,347,0.43,True
5410,1016,980,5.090163934426229,75762.0,348,0.47,True
5410,1030,917,6.425531914893617,56776.0,349,0.86,True
5410,1034,898,6.308510638297872,55742.0,350,0.78,True
5410,1040,889,7.0602409638554215,48638.0,351,0.83,True
5410,1051,821,7.903846153846154,21372.0,352,0.14,True
5410,1053,786,6.82258064516129,26226.0,353,0.18,True
5410,1055,772,7.462962962962963,21762.0,354,0.24,True
5410,1052,779,6.796875,27840.0,355,0.15,True
5410,1055,752,6.423076923076923,17368.0,356,0.33,True
5410,1059,748,8.170731707317072,13735.0,357,0.11,True
5410,1063,763,1.087378640776699,11536.0,358,0.16,True
5490,150,1092,0.0,0.0,352,0.23,False
5490,118,1096,6.796875,27840.0,355,0.29,False
5490,121,1107,8.170731707317072,13735.0,357,0.5,False
5490,136,1113,1.087378640776699,11536.0,358,0.17,False
5490,157,1114,1.1414141414141414,11187.0,359,0.13,False
5490,212,1111,1.0495049504950495,10706.0,368,0.1,False
5490,203,1127,0.9565217391304348,12650.0,376,0.11,False
5490,178,1136,0.9473684210526315,12312.0,377,0.17,False
5490,158,1152,0.9469026548672567,12091.0,378,0.14,False
5490,161,1160,0.9322033898305084,12980.0,388,0.14,False
5525,56,1353,0.0,0.0,400,0.64,True
5525,73,1340,7.595890410958904,161914.0,401,0.64,True
5525,90,1333,7.024844720496894,182091.0,402,0.79,True
5525,116,1312,5.891625615763547,242788.0,403,0.58,True
5525,134,1323,5.0,264500.0,404,0.71,True
5525,114,1308,5.880208333333333,216768.0,405,0.62,True
5525,102,1300,6.403314917127072,209779.0,406,0.6,True
5525,115,1311,5.525821596244131,250701.0,407,0.72,True
5525,114,1303,6.614130434782608,223928.0,408,0.6,True
5525,124,1308,5.60093896713615,254109.0,409,0.79,True
5525,154,1313,6.242105263157895,225340.0,410,0.26,True
5525,176,1318,6.167539267015707,224998.0,411,0.29,True
5525,213,1307,5.794117647058823,241128.0,412,0.25,True
5525,242,1308,5.497716894977169,263676.0,413,0.16,True
5525,268,1307,5.830917874396135,249849.0,414,0.65,True
5525,302,1302,6.657608695652174,225400.0,415,0.7,True
5525,376,1279,5.342105263157895,277704.0,417,0.53,True
5525,394,1273,5.594470046082949,263438.0,418,0.2,True
5525,408,1268,5.748815165876778,255943.0,419,0.49,True
5525,415,1253,5.900990099009901,240784.0,420,0.54,True
5525,479,1257,3.865203761755486,393327.0,421,0.54,True
5525,444,1246,5.60091743119266,266178.0,422,0.74,True
5525,431,1234,5.016597510373444,291369.0,423,0.67,True
5525,486,1244,3.568513119533528,419832.0,424,0.65,True
5525,504,1256,3.221052631578947,465120.0,425,0.77,True
5525,503,1233,3.2113821138211383,437265.0,426,0.79,True
5525,520,1221,3.2540983606557377,435906.0,427,0.8,True
5525,526,1237,3.1858638743455496,464894.0,428,0.69,True
5525,510,1263,3.6070381231671553,419430.0,429,0.8,True
5525,548,1281,3.7228915662650603,410352.0,430,0.77,True
5525,581,1291,3.710843373493976,409024.0,431,0.81,True
5525,636,1291,3.7329376854599405,423946.0,432,0.76,True
5525,663,1288,4.0519480519480515,384384.0,433,0.8,True
5525,728,1280,3.6598837209302326,433096.0,434,0.73,True
5525,738,1288,4.243055555555555,351936.0,435,0.78,True
5525,752,1292,4.531365313653136,332788.0,436,0.86,True
5525,782,1290,4.490842490842491,334698.0,437,0.85,True
5525,826,1279,4.96,310000.0,438,0.89,True
5525,855,1265,4.82,301250.0,439,0.83,True
5525,886,1256,4.335740072202166,332677.0,440,0.84,True
5525,928,1253,4.403636363636363,333025.0,441,0.84,True
5525,956,1243,4.917695473251029,290385.0,442,0.87,True
5525,965,1224,4.775100401606426,296061.0,443,0.88,True
5525,975,1209,5.275555555555556,267075.0,444,0.86,True
5525,985,1199,5.696078431372549,237048.0,445,0.82,True
5525,980,1198,5.030701754385965,261516.0,446,0.53,True
5525,982,1196,5.359813084112149,245458.0,447,0.4,True
5525,992,1190,6.406593406593407,212212.0,448,0.74,True
5525,1003,946,2.40251572327044,60738.0,449,0.18,True
5525,1014,856,2.485294117647059,45968.0,450,0.83,True
5525,1019,824,2.473684210526316,43757.0,451,0.82,True
5539,284,1303,0.0,0.0,410,0.84,False
5539,297,1314,6.167539267015707,224998.0,411,0.86,False
5539,338,1306,5.794117647058823,241128.0,412,0.73,False
5539,374,1309,5.497716894977169,263676.0,413,0.87,False
5539,400,1309,5.830917874396135,249849.0,414,0.81,False
5539,422,1305,6.657608695652174,225400.0,415,0.74,False
5539,431,1297,4.4296028880866425,339879.0,416,0.71,False
5539,498,1282,5.594470046082949,263438.0,418,0.59,False
5582,1030,1646,0.0,0.0,446,0.86,False
5582,1031,1634,5.359813084112149,245458.0,447,0.87,False
5582,1038,1323,2.40251572327044,60738.0,449,0.84,False
5582,1028,785,1.7428571428571429,19215.0,452,0.52,False
5618,48,1430,0.0,0.0,473,0.87,True
5618,72,1435,4.950980392156863,51510.0,474,0.4,True
5618,79,1322,5.264900662251655,120045.0,475,0.9,True
5618,91,1265,5.894736842105263,136192.0,476,0.86,True
5618,98,1258,5.11864406779661,160362.0,477,0.89,True
5618,105,1255,4.768421052631579,172140.0,478,0.9,True
5618,110,1270,4.519607843137255,188088.0,479,0.9,True
5618,99,1283,5.077348066298343,166339.0,480,0.91,True
5618,97,1304,5.016574585635359,164348.0,481,0.91,True
5618,82,1403,4.636986301369863,98842.0,482,0.92,True
5618,61,1461,5.693069306930693,58075.0,483,0.87,True
5618,49,1507,5.655172413793103,42804.0,484,0.75,True
5618,81,1394,6.572413793103448,138185.0,485,0.78,True
5618,103,1315,8.239316239316238,112788.0,486,0.79,True
5618,124,1315,6.751724137931035,141955.0,487,0.65,True
5618,73,1350,8.908256880733944,105839.0,489,0.72,True
5618,65,1368,7.553719008264463,110594.0,495,0.88,True
5618,81,1323,5.3977272727272725,167200.0,496,0.92,True
5618,123,1270,3.8858267716535435,250698.0,497,0.81,True
5618,165,1229,3.5934065934065935,267813.0,498,0.9,True
5618,195,1222,3.6240601503759398,256424.0,499,0.87,True
5618,262,1194,3.6475095785440614,248472.0,500,0.89,True
5618,303,1160,3.2577319587628866,275868.0,501,0.93,True
5618,339,1142,3.5601503759398496,251902.0,502,0.85,True
5618,366,1125,3.6423076923076922,246220.0,503,0.92,True
5618,392,1115,3.73828125,244992.0,504,0.89,True
5618,423,1115,3.8975409836065573,232044.0,505,0.9,True
5618,450,1116,3.9747899159663866,225148.0,506,0.91,True
5618,489,1108,4.206140350877193,218652.0,507,0.89,True
5618,526,1102,4.02092050209205,229679.0,508,0.92,True
5618,559,1101,3.954356846473029,229673.0,509,0.91,True
5618,593,1095,4.313901345291479,214526.0,510,0.89,True
5618,628,1083,4.187772925764192,219611.0,511,0.87,True
5618,671,1083,4.747474747474747,186120.0,512,0.87,True
5618,705,1092,4.989010989010989,165256.0,513,0.91,True
5618,716,1095,4.605911330049261,189805.0,514,0.87,True
5618,736,1091,4.427906976744186,204680.0,515,0.88,True
5618,746,1098,4.4731707317073175,187985.0,516,0.91,True
5618,744,1090,4.168141592920354,212892.0,517,0.9,True
5618,747,1070,4.17467248908297,218924.0,518,0.88,True
5618,742,1060,3.9419087136929463,228950.0,519,0.81,True
5618,727,1071,3.762645914396887,248519.0,520,0.89,True
5618,702,1085,3.6566037735849055,256785.0,521,0.88,True
5618,704,1085,3.6213235294117645,267920.0,522,0.47,True
5618,724,1092,4.2844444444444445,216900.0,523,0.89,True
5618,747,1126,4.881443298969073,183718.0,524,0.85,True
