frame_id,stem,product,object_id,area,aspect_ratio,number_of_grapes,ths1,ths2,ths3,ths4,rg1,rg2,rg3,rg4,ratio_upper_lower,ratio_left_right,mean_grape_area,mean_grape_ratio,percentage_bunch_area,compactness
867,13,31,823,10725,2.538,10,10,90,0,0,0,0,0,0,1.0,1.5,538.9,1.23,0.1,0.09
867,13,31,846,12580,1.741,26,0,7,19,3,0,0,0,69,1.6,1.17,184.46,1.11,0.15,0.05
867,13,31,849,20099,1.97,13,0,0,15,0,0,0,0,84,1.6,0.44,737.31,1.15,0.11,0.07
867,13,31,845,15050,2.035,8,0,12,25,0,0,0,0,62,1.67,0.6,280.38,1.05,0.08,0.07
867,13,31,841,31232,1.906,5,0,60,0,0,0,0,0,40,0.25,4.0,398.8,1.14,0.06,0.13
867,13,31,847,26640,1.85,13,0,0,30,38,0,0,0,30,1.17,0.86,273.69,1.21,0.1,0.06
867,13,31,840,25466,1.798,19,10,52,0,0,0,0,0,36,1.11,1.71,465.89,1.28,0.14,0.06
867,13,31,842,11826,1.802,18,5,83,11,0,0,0,0,0,0.5,0.38,151.72,1.32,0.1,0.05
867,13,31,848,11850,1.899,25,28,52,0,0,0,0,0,20,0.79,1.08,577.28,1.22,0.22,0.07
867,13,31,859,24120,1.675,12,0,66,25,0,0,0,0,8,1.0,2.0,190.25,1.13,0.12,0.07
867,13,31,856,11907,1.815,22,4,90,0,0,0,0,4,0,1.0,1.0,301.0,1.26,0.18,0.06
867,13,31,865,15385,2.129,27,0,85,3,0,0,0,0,11,1.45,1.25,252.67,1.22,0.15,0.05
867,13,31,855,20805,2.305,39,5,58,12,2,0,7,2,10,0.95,1.17,175.51,1.12,0.2,0.05
867,13,31,874,16287,2.056,16,0,25,18,0,0,6,6,43,1.0,1.0,169.94,1.1,0.14,0.07
